Time,PM_MET_IN1,PM_MET_OUT,PM_PDR_IN1,PM_PDR_OUT,CO2_ETC_IN1,CO2_ETC_BR1,CO2_ETC_BR2,NO2_AQL_IN1,FRM_FMM_IN1,FRM_FMM_BR1,T_ETC_IN1,T_ETC_BR1,T_ETC_BR2,T_HBO_BA1,T_HBO_BA2,T_HBO_BA3,T_HBO_LAU,T_HBO_OUT,RH_ETC_IN1,RH_ETC_BR1,RH_ETC_BR2,RH_HBO_BA1,RH_HBO_BA2,RH_HBO_BA3,RH_HBO_LAU,RH_HBO_OUT,FRM_FLG_IN1,FRM_ADJ_IN1,FRM_FLG_BR1,FRM_ADJ_BR1
2017-05-27 13:29:00,2.0,3.891,2.68,4.44,733.0,832.0,1000.0,0.001,20.0,18.0,23.5,23.0,23.0,28.791,24.243,22.274,23.376,30.571,47.5,51.3,50.7,40.893,51.6,52.338,50.218,33.151,,20.0,,18.0
2017-05-27 13:30:00,2.0,3.342,2.37,4.55,730.0,832.0,1001.0,0.001,20.0,18.0,23.5,23.0,23.0,28.891,24.267,22.298,23.4,30.52,47.5,51.1,50.8,40.771,51.54,52.153,50.12600000000001,33.758,,20.0,,18.0
2017-05-27 13:31:00,1.0,2.853,2.37,4.93,729.0,833.0,1003.0,0.001,20.0,19.0,23.5,23.0,23.0,28.941,24.315,22.321,23.424,30.672,48.4,51.1,51.1,40.776,51.547,51.905,50.161,33.228,,20.0,,19.0
2017-05-27 13:32:00,1.0,3.326,2.57,4.45,722.0,834.0,1003.0,0.002,20.0,19.0,23.5,23.0,23.1,28.99,24.339,22.321,23.448,30.444000000000006,48.2,50.7,50.7,40.55,51.582,52.25,50.037,33.955,,20.0,,19.0
2017-05-27 13:33:00,1.0,4.12,2.55,4.5,721.0,829.0,1001.0,0.002,20.0,19.0,23.5,23.0,23.0,29.09,24.388,22.345,23.424,30.545,47.9,50.5,50.5,40.129,51.556,51.468,48.95399999999999,33.726,,20.0,,19.0
2017-05-27 13:34:00,2.0,3.143,2.26,4.4,725.0,825.0,1001.0,0.001,20.0,19.0,23.5,23.0,23.0,29.165,24.436,22.298,23.376,30.621,47.8,50.6,50.3,39.805,51.468,51.304,48.63,34.039,,20.0,,19.0
2017-05-27 13:35:00,2.0,3.464,2.53,4.31,726.0,816.0,997.0,0.001,20.0,19.0,23.4,22.9,23.0,29.265,24.508000000000006,22.25,23.28,30.824,47.7,50.5,50.1,39.416,51.256,51.20399999999999,48.426,33.072,,20.0,,19.0
2017-05-27 13:36:00,2.0,3.25,2.62,4.28,723.0,815.0,988.0,0.001,20.0,19.0,23.4,22.9,22.9,29.34,24.532,22.178,23.208,30.824,47.6,50.3,49.9,39.058,51.228,51.225,48.449,32.902,,20.0,,19.0
2017-05-27 13:37:00,2.0,2.655,2.32,4.33,726.0,809.0,978.0,0.001,20.0,19.0,23.4,22.8,22.9,29.414,24.581,22.106,23.088,30.773000000000003,48.4,51.4,51.1,39.632,51.044,51.37300000000001,48.465,33.033,,20.0,,19.0
2017-05-27 13:38:00,1.0,2.945,2.48,4.18,732.0,804.0,981.0,0.003,20.0,19.0,23.3,22.9,22.9,29.49,24.629,22.058000000000003,22.992,30.697,48.7,50.9,50.8,39.44,51.019,51.743,49.375,33.367,,20.0,,19.0
2017-05-27 13:39:00,2.0,4.257,2.39,4.2,733.0,801.0,982.0,0.003,20.0,19.0,23.3,22.8,22.9,29.49,24.653,22.011,22.896,30.571,48.5,50.9,50.9,39.37300000000001,50.673,52.364,50.091,33.083,,20.0,,19.0
2017-05-27 13:40:00,2.0,2.823,2.24,4.37,730.0,796.0,979.0,0.005,20.0,19.0,23.3,22.9,22.9,29.49,24.677,21.987,22.848000000000006,30.545,48.5,50.9,51.0,38.706,50.517,54.048,50.527,33.217,,20.0,,19.0
2017-05-27 13:41:00,2.0,3.555,2.42,4.3,732.0,793.0,982.0,0.005,20.0,19.0,23.3,22.9,22.9,29.49,24.702,21.963,22.848000000000006,30.444000000000006,48.5,50.8,50.9,39.04,50.457,54.636,50.78,33.14,,20.0,,19.0
2017-05-27 13:42:00,2.0,3.22,2.24,4.21,729.0,793.0,982.0,0.003,20.0,19.0,23.3,22.9,22.9,29.515,24.726,21.939,22.848000000000006,30.444000000000006,48.5,50.8,51.0,39.109,50.46,54.477,50.90600000000001,33.14,,20.0,,19.0
2017-05-27 13:43:00,2.0,3.204,2.53,4.47,729.0,789.0,984.0,0.003,20.0,19.0,23.3,22.9,22.9,29.54,24.75,21.939,22.872,30.469,48.5,50.9,51.0,39.445,50.432,54.726000000000006,51.004,33.346,,20.0,,19.0
2017-05-27 13:44:00,2.0,3.067,2.52,4.42,726.0,784.0,993.0,0.003,20.0,19.0,23.3,22.9,22.9,29.565,24.774,21.963,22.896,30.672,48.5,51.0,51.0,39.381,50.721,54.419,51.165,33.431999999999995,,20.0,,19.0
2017-05-27 13:45:00,1.0,3.616,2.35,3.94,725.0,783.0,1003.0,0.003,20.0,19.0,23.3,22.9,22.9,29.615,24.798,21.987,22.944000000000006,30.824,48.5,50.9,51.1,39.386,50.565,54.048,51.17100000000001,32.561,,20.0,,19.0
2017-05-27 13:46:00,2.0,2.869,2.34,4.29,722.0,786.0,1013.0,0.001,20.0,19.0,23.4,22.9,22.9,29.665,24.823,22.011,22.968000000000004,30.798,48.5,50.8,51.1,39.225,50.473,53.927,51.175,32.899,,20.0,,19.0
2017-05-27 13:47:00,1.0,3.235,2.49,4.27,722.0,778.0,1022.0,0.001,20.0,19.0,23.4,22.9,23.0,29.715,24.847,22.034,23.016,30.697,48.4,50.6,51.2,38.128,50.476000000000006,53.962,51.087,34.859,,20.0,,19.0
2017-05-27 13:48:00,2.0,2.747,2.63,4.11,720.0,777.0,1029.0,0.001,20.0,19.0,23.4,22.9,23.0,29.765,24.871,22.058000000000003,23.04,30.773000000000003,48.4,51.1,51.2,38.801,50.352,53.747,51.027,33.101,,20.0,,19.0
2017-05-27 13:49:00,2.0,2.9760000000000004,2.36,4.29,721.0,773.0,1035.0,0.001,20.0,19.0,23.4,23.0,22.9,29.79,24.871,22.082,23.088,30.773000000000003,48.4,51.1,51.5,38.403,50.289,53.813,50.812,33.441,,20.0,,19.0
2017-05-27 13:50:00,2.0,3.662,2.35,4.36,718.0,773.0,1031.0,0.001,20.0,19.0,23.2,23.0,23.0,29.84,24.895,22.13,23.136,30.976,48.3,50.6,51.3,38.241,50.324,53.32,50.85,33.629,,20.0,,19.0
2017-05-27 13:51:00,1.0,3.113,2.13,4.02,723.0,773.0,1034.0,0.001,20.0,19.0,23.4,23.0,23.0,29.89,24.919,22.13,23.16,31.23,48.3,51.0,51.2,38.38,50.295,53.32,50.885,33.142,,20.0,,19.0
2017-05-27 13:52:00,2.0,2.7310000000000003,2.47,4.04,721.0,772.0,1035.0,0.001,20.0,19.0,23.4,23.0,23.0,29.916,24.944000000000006,22.178,23.208,31.51,48.3,51.1,51.3,38.416,50.203,53.139,50.797,32.451,,20.0,,19.0
2017-05-27 13:53:00,2.0,3.265,2.48,3.91,723.0,778.0,1043.0,0.001,20.0,19.0,23.4,23.0,23.0,29.941,24.968000000000004,22.202,23.232,31.586,48.2,50.9,51.3,38.351,50.174,53.267,50.705,32.013000000000005,,20.0,,19.0
2017-05-27 13:54:00,2.0,2.701,2.5,4.16,726.0,783.0,1046.0,0.001,20.0,19.0,23.4,23.0,23.0,29.991,25.016,22.226,23.28,31.459,48.2,51.0,51.2,38.825,50.149,53.02,50.648,32.275,,20.0,,19.0
2017-05-27 13:55:00,2.0,3.067,2.53,3.78,726.0,792.0,1051.0,0.001,19.0,19.0,23.4,23.0,23.0,30.041,25.016,22.25,23.304,31.408,48.1,50.9,51.2,38.261,50.053,52.96100000000001,50.683,32.066,,19.0,,19.0
2017-05-27 13:56:00,2.0,3.174,2.32,4.08,722.0,800.0,1055.0,0.0,19.0,19.0,23.4,23.0,23.1,30.066,25.04,22.274,23.328000000000007,31.204,48.1,51.1,51.2,37.661,49.929,52.839,50.56,32.935,,19.0,,19.0
2017-05-27 13:57:00,2.0,3.0980000000000003,2.36,4.25,721.0,802.0,1060.0,0.0,19.0,19.0,23.5,23.0,23.1,30.091,25.065,22.321,23.352,30.95,48.0,51.1,51.2,37.496,49.805,53.284,50.405,32.572,,19.0,,19.0
2017-05-27 13:58:00,1.0,3.769,2.27,4.07,718.0,807.0,1065.0,0.001,19.0,19.0,23.5,23.1,23.1,30.142,25.065,22.345,23.376,30.773000000000003,48.0,50.8,51.3,37.266,49.773,52.317,50.43899999999999,32.795,,19.0,,19.0
2017-05-27 13:59:00,1.0,3.113,2.42,3.96,717.0,812.0,1063.0,0.001,19.0,19.0,23.5,23.1,23.1,30.192,25.089,22.369,23.4,30.773000000000003,48.0,50.8,51.2,37.908,49.744,52.539,50.316,33.577,,19.0,,19.0
2017-05-27 14:00:00,2.0,2.289,2.46,4.18,718.0,816.0,1068.0,0.001,19.0,19.0,23.5,23.1,23.1,30.217,25.089,22.393,23.424,30.722,48.7,50.9,51.6,37.374,49.712,52.856,50.319,33.301,,19.0,,19.0
2017-05-27 14:01:00,1.0,3.632,2.21,4.23,706.0,810.0,1058.0,0.001,19.0,21.0,23.5,23.0,23.1,30.268,25.113000000000003,22.441,23.448,30.697,48.4,50.7,51.2,37.379,49.843,52.01600000000001,49.65600000000001,34.113,,19.0,,21.0
2017-05-27 14:02:00,1.0,3.037,2.18,4.11,700.0,809.0,1049.0,0.005,19.0,21.0,23.5,23.0,23.1,30.343000000000004,25.137,22.441,23.424,30.874,48.2,50.5,50.9,37.185,49.81399999999999,51.45,48.89,33.79,,19.0,,21.0
2017-05-27 14:03:00,2.0,2.716,2.37,4.5,700.0,806.0,1032.0,0.005,19.0,21.0,23.5,23.0,23.1,30.419,25.186,22.393,23.352,31.153,48.1,50.6,50.7,37.394,49.82,51.412,48.81800000000001,34.155,,19.0,,21.0
2017-05-27 14:04:00,2.0,4.242,2.16,3.88,699.0,804.0,1020.0,0.0,19.0,21.0,23.4,23.0,23.0,30.469,25.21,22.321,23.28,31.382,48.0,50.4,50.5,37.466,49.76,51.308,48.681,31.585,,19.0,,21.0
2017-05-27 14:05:00,2.0,3.037,2.11,3.77,700.0,800.0,1006.0,0.0,19.0,21.0,23.4,23.0,23.0,30.52,25.258000000000006,22.274,23.184,31.23,48.3,50.4,50.8,37.74,49.798,51.364,48.7,32.801,,19.0,,21.0
2017-05-27 14:06:00,1.0,3.372,2.34,3.92,701.0,798.0,997.0,0.002,19.0,21.0,23.3,22.9,23.0,30.545,25.307,22.202,23.088,31.306,49.2,51.0,51.2,37.407,49.581,51.449,48.942,32.194,,19.0,,21.0
2017-05-27 14:07:00,2.0,3.128,2.49,3.83,702.0,793.0,988.0,0.002,19.0,21.0,23.3,22.9,22.9,30.571,25.331,22.13,22.992,31.255,49.0,50.9,51.3,37.476,49.52,52.255,49.913,32.599000000000004,,19.0,,21.0
2017-05-27 14:08:00,1.0,4.288,2.12,3.99,704.0,790.0,986.0,0.006,19.0,21.0,23.3,22.9,22.9,30.545,25.355,22.106,22.92,31.306,48.9,50.9,51.4,36.6,49.332,53.597,50.505,32.023,,19.0,,21.0
2017-05-27 14:09:00,2.0,3.128,2.16,3.83,702.0,787.0,984.0,0.006,19.0,21.0,23.3,22.9,23.0,30.545,25.38,22.082,22.896,31.052,48.8,50.8,51.4,36.667,49.271,54.62300000000001,50.786,32.717,,19.0,,21.0
2017-05-27 14:10:00,2.0,2.716,2.35,3.44,700.0,787.0,988.0,0.002,19.0,21.0,23.3,23.0,23.0,30.545,25.38,22.082,22.896,31.153,48.8,50.8,51.4,37.037,49.143,54.374,51.133,32.897,,19.0,,21.0
2017-05-27 14:11:00,2.0,3.418,2.21,3.93,702.0,791.0,988.0,0.002,19.0,21.0,23.4,23.0,23.0,30.545,25.404,22.082,22.896,31.153,48.8,50.8,51.4,36.465,49.146,54.43600000000001,51.039,32.317,,19.0,,21.0
2017-05-27 14:12:00,2.0,3.2960000000000003,2.29,4.05,700.0,795.0,1000.0,0.002,19.0,21.0,23.4,23.0,23.0,30.545,25.404,22.082,22.92,31.001,48.8,50.8,51.4,36.26300000000001,49.082,53.968,51.294,32.27,,19.0,,21.0
2017-05-27 14:13:00,2.0,3.479,2.31,3.62,704.0,796.0,1005.0,0.002,19.0,21.0,23.4,23.0,23.0,30.571,25.404,22.082,22.944000000000006,30.849,48.8,51.0,51.4,36.535,49.05,55.089,51.203,33.448,,19.0,,21.0
2017-05-27 14:14:00,2.0,3.616,2.39,3.78,704.0,794.0,1003.0,0.001,19.0,21.0,23.4,23.0,23.0,30.596,25.404,22.13,22.992,30.95,48.7,51.0,51.2,36.63800000000001,49.05,54.31800000000001,51.273,33.253,,19.0,,21.0
2017-05-27 14:15:00,2.0,3.2960000000000003,2.26,3.66,702.0,793.0,1006.0,0.001,19.0,21.0,23.4,23.0,23.0,30.621,25.428,22.154,23.04,30.976,48.7,51.1,51.3,36.405,48.637,54.633,51.342,32.37,,19.0,,21.0
2017-05-27 14:16:00,2.0,2.777,2.12,3.6,705.0,789.0,1009.0,0.001,19.0,21.0,23.4,23.0,23.0,30.646,25.428,22.178,23.088,30.672,48.7,51.2,51.3,35.632,48.957,54.294,51.222,32.684,,19.0,,21.0
2017-05-27 14:17:00,2.0,3.281,2.42,3.57,706.0,786.0,1019.0,0.001,19.0,21.0,23.4,23.0,23.1,30.697,25.428,22.226,23.136,30.545,48.6,51.2,51.4,36.075,48.957,54.145,51.292,33.387,,19.0,,21.0
2017-05-27 14:18:00,2.0,3.0980000000000003,2.2,3.89,704.0,783.0,1024.0,0.0,19.0,21.0,23.4,23.0,23.1,30.697,25.428,22.25,23.16,30.444000000000006,48.6,51.0,51.4,36.143,48.957,53.899,51.011,34.937,,19.0,,21.0
2017-05-27 14:19:00,2.0,2.8080000000000003,2.31,3.86,702.0,773.0,1024.0,0.0,19.0,21.0,23.5,23.0,23.1,30.722,25.428,22.274,23.208,30.545,48.5,51.2,51.5,36.482,48.989,53.527,50.986,34.235,,19.0,,21.0
2017-05-27 14:20:00,2.0,2.258,2.24,3.58,704.0,766.0,1031.0,0.0,19.0,21.0,23.5,23.0,23.1,30.748,25.453000000000007,22.298,23.232,30.722,48.5,51.1,51.5,36.012,49.025,53.78100000000001,50.8,34.59,,19.0,,21.0
2017-05-27 14:21:00,2.0,3.952,2.16,3.49,702.0,769.0,1034.0,0.0,19.0,21.0,23.5,23.1,23.1,30.773000000000003,25.453000000000007,22.345,23.28,30.95,48.4,51.1,51.4,35.88,48.96100000000001,52.94300000000001,50.71100000000001,33.593,,19.0,,21.0
2017-05-27 14:22:00,2.0,2.67,2.19,3.42,704.0,776.0,1034.0,0.0,19.0,21.0,23.5,23.0,23.1,30.798,25.453000000000007,22.369,23.304,30.976,48.3,50.8,51.6,35.916,48.96100000000001,53.13399999999999,50.651,33.46,,19.0,,21.0
2017-05-27 14:23:00,1.0,3.418,2.32,3.77,704.0,783.0,1036.0,0.0,19.0,21.0,23.5,23.1,23.1,30.824,25.453000000000007,22.393,23.352,30.95,48.2,51.1,51.3,35.817,48.929,52.887,50.499,32.913000000000004,,19.0,,21.0
2017-05-27 14:24:00,2.0,2.853,2.09,3.59,701.0,792.0,1028.0,0.001,19.0,21.0,23.5,23.1,23.1,30.849,25.453000000000007,22.417,23.376,30.773000000000003,48.2,51.1,51.0,35.685,48.929,53.047,50.598,33.917,,19.0,,21.0
2017-05-27 14:25:00,1.0,2.335,2.37,3.69,704.0,800.0,1021.0,0.001,19.0,21.0,23.5,23.1,23.1,30.874,25.453000000000007,22.465,23.4,30.798,48.3,51.2,51.2,36.025,48.929,52.835,50.506,33.919000000000004,,19.0,,21.0
2017-05-27 14:26:00,2.0,3.525,2.11,4.11,707.0,800.0,1020.0,0.002,19.0,21.0,23.6,23.1,23.2,30.9,25.477,22.489,23.424,30.849,48.7,51.0,51.6,35.757,48.996,52.775,50.541,34.399,,19.0,,21.0
2017-05-27 14:27:00,2.0,3.2960000000000003,2.25,4.02,704.0,806.0,1011.0,0.002,19.0,21.0,23.6,23.1,23.1,30.925,25.477,22.513,23.448,31.026,48.7,50.7,51.1,35.692,49.092,51.869,49.49800000000001,33.736,,19.0,,21.0
2017-05-27 14:28:00,1.0,2.853,2.2,4.16,701.0,793.0,998.0,0.003,19.0,21.0,23.6,23.1,23.1,30.976,25.501,22.489,23.424,31.153,48.3,50.6,50.7,35.697,49.095,51.614,49.081,33.373000000000005,,19.0,,21.0
2017-05-27 14:29:00,1.0,3.815,2.25,3.74,700.0,786.0,984.0,0.003,19.0,21.0,23.5,23.0,23.1,31.001,25.525,22.441,23.352,31.255,48.2,50.5,50.6,35.429,48.97,51.481,48.945,32.599000000000004,,19.0,,21.0
2017-05-27 14:30:00,1.0,3.967,2.26,3.56,697.0,779.0,966.0,0.0,19.0,21.0,23.5,23.0,23.1,31.026,25.574,22.393,23.28,31.408,48.2,50.5,50.3,35.769,48.944,51.44300000000001,48.872,32.715,,19.0,,21.0
2017-05-27 14:31:00,2.0,4.0280000000000005,2.24,3.49,696.0,769.0,953.0,0.0,19.0,21.0,23.4,23.0,23.0,31.052,25.598000000000006,22.321,23.184,31.689,48.1,50.3,50.2,35.97400000000001,48.851000000000006,51.528,48.955,32.295,,19.0,,21.0
2017-05-27 14:32:00,2.0,2.365,2.44,3.95,699.0,762.0,940.0,0.002,19.0,21.0,23.4,23.0,22.9,31.052,25.647,22.274,23.088,31.97,49.0,50.3,51.1,36.109,48.793,51.521,49.006,31.875,,19.0,,21.0
2017-05-27 14:33:00,2.0,3.189,2.27,3.42,700.0,757.0,932.0,0.002,19.0,21.0,23.4,22.9,22.9,31.052,25.671,22.226,22.992,31.944000000000006,49.5,50.6,51.2,36.109,48.764,51.578,49.375,31.702,,19.0,,21.0
2017-05-27 14:34:00,1.0,2.365,2.27,3.47,700.0,761.0,924.0,0.004,19.0,21.0,23.4,22.9,22.9,31.001,25.671,22.202,22.896,31.765,49.2,50.7,51.0,35.902,47.287,53.267,50.43899999999999,31.412,,19.0,,21.0
2017-05-27 14:35:00,2.0,4.15,2.34,3.27,705.0,765.0,930.0,0.004,19.0,21.0,23.4,22.9,22.9,30.849,25.623,22.25,22.848000000000006,31.535,49.2,50.8,51.0,35.82,47.378,53.743,50.90600000000001,31.667,,19.0,,21.0
2017-05-27 14:36:00,1.0,3.4330000000000003,2.24,3.21,708.0,766.0,930.0,0.004,19.0,21.0,23.4,22.9,22.9,30.672,25.598000000000006,22.369,22.824,31.408,49.2,50.8,51.1,36.511,48.499,53.728,51.25,32.066,,19.0,,21.0
2017-05-27 14:37:00,2.0,3.22,2.31,3.61,708.0,762.0,926.0,0.004,19.0,21.0,23.4,22.9,22.9,30.52,25.55,22.489,22.824,31.357,49.2,50.8,51.1,36.866,47.819,53.245,51.344,32.335,,19.0,,21.0
2017-05-27 14:38:00,2.0,3.525,2.23,3.52,715.0,764.0,922.0,0.002,19.0,21.0,23.4,22.9,23.0,30.419,25.501,22.657,22.848000000000006,31.077,49.2,50.8,51.0,37.058,48.518,52.83,51.474,32.583,,19.0,,21.0
2017-05-27 14:39:00,2.0,2.747,2.3,3.49,725.0,764.0,924.0,0.002,19.0,21.0,23.4,23.0,23.0,30.293000000000006,25.477,22.824,22.872,30.824,49.2,50.7,51.0,37.382,48.547,52.226000000000006,51.477,32.527,,19.0,,21.0
2017-05-27 14:40:00,1.0,2.8080000000000003,2.27,3.71,729.0,765.0,927.0,0.001,19.0,21.0,23.4,23.0,23.0,30.192,25.453000000000007,22.992,22.896,30.621,49.3,50.7,50.9,37.439,49.121,51.651,51.449,33.02,,19.0,,21.0
2017-05-27 14:41:00,2.0,3.479,2.46,3.24,726.0,767.0,928.0,0.001,19.0,21.0,23.5,23.0,23.0,30.142,25.428,23.136,22.944000000000006,30.646,49.2,50.7,50.7,36.628,49.309,51.197,51.298,34.888000000000005,,19.0,,21.0
2017-05-27 14:42:00,2.0,2.7310000000000003,2.36,3.42,726.0,762.0,916.0,0.003,19.0,21.0,23.5,23.0,23.0,30.066,25.428,23.328000000000007,22.992,30.773000000000003,49.1,50.7,50.7,37.359,49.37300000000001,50.78100000000001,51.367,34.053000000000004,,19.0,,21.0
2017-05-27 14:43:00,1.0,2.869,3.03,3.77,734.0,757.0,902.0,0.003,19.0,21.0,23.5,22.9,23.0,29.991,25.404,23.472,23.04,30.748,49.0,51.0,50.6,37.653,48.858,50.23,51.405,33.507,,19.0,,21.0
2017-05-27 14:44:00,2.0,3.754,2.62,3.66,743.0,751.0,890.0,0.0,19.0,21.0,23.5,23.0,23.0,29.941,25.404,23.641,23.088,30.722,48.9,50.9,50.6,37.916,48.538,49.777,51.191,34.387,,19.0,,21.0
2017-05-27 14:45:00,2.0,3.052,2.87,3.59,748.0,753.0,883.0,0.0,19.0,21.0,23.5,23.0,23.1,29.84,25.355,23.809,23.112,30.697,48.8,51.0,50.7,38.141,48.788,49.386,51.352,33.333,,19.0,,21.0
2017-05-27 14:46:00,2.0,2.502,2.57,3.39,747.0,759.0,885.0,0.0,19.0,21.0,23.6,23.0,23.1,29.765,25.331,23.954,23.16,30.672,48.7,51.1,50.7,38.066,49.456,49.15,51.39,35.059,,19.0,,21.0
2017-05-27 14:47:00,2.0,2.396,2.63,3.73,742.0,765.0,888.0,0.0,19.0,21.0,23.6,23.0,23.1,29.69,25.307,24.146,23.184,30.697,48.7,51.1,50.6,38.359,49.581,48.282,51.33,33.706,,19.0,,21.0
2017-05-27 14:48:00,1.0,2.884,2.35,3.74,738.0,767.0,889.0,0.0,19.0,21.0,23.6,23.0,23.1,29.64,25.307,24.291,23.232,30.798,48.9,51.2,50.6,38.254,49.772,48.108,51.274,33.851,,19.0,,21.0
2017-05-27 14:49:00,2.0,3.51,2.71,3.57,741.0,778.0,893.0,0.0,19.0,21.0,23.6,23.0,23.0,29.59,25.307,24.436,23.28,30.874,48.6,51.2,50.9,38.182,48.91,47.839,51.185,33.79,,19.0,,21.0
2017-05-27 14:50:00,2.0,3.464,2.38,3.49,738.0,788.0,895.0,0.001,19.0,21.0,23.5,23.0,23.1,29.54,25.307,24.581,23.304,30.925,48.5,51.2,50.7,38.545,49.804,47.408,51.283,34.066,,19.0,,21.0
2017-05-27 14:51:00,2.0,3.3110000000000004,2.5,3.42,739.0,796.0,893.0,0.001,19.0,21.0,23.7,23.0,23.1,29.515,25.307,24.702,23.352,31.103,48.4,51.2,50.6,38.509,49.83600000000001,47.038,51.227,33.675,,19.0,,21.0
2017-05-27 14:52:00,2.0,2.38,2.49,3.45,739.0,800.0,895.0,0.001,19.0,21.0,23.7,23.0,23.1,29.49,25.331,24.823,23.376,31.255,48.7,51.2,50.5,38.506,49.871,46.892,51.198,32.872,,19.0,,21.0
2017-05-27 14:53:00,2.0,3.25,2.6,3.54,745.0,801.0,898.0,0.001,19.0,21.0,23.7,23.1,23.1,29.464,25.355,24.968000000000004,23.424,31.331,49.1,51.3,50.9,39.171,49.90600000000001,46.782,51.047,32.742,,19.0,,21.0
2017-05-27 14:54:00,2.0,3.082,2.58,3.46,741.0,800.0,896.0,0.003,19.0,21.0,23.7,23.0,23.1,29.414,25.355,25.089,23.448,31.255,48.8,51.0,50.6,38.899,49.587,45.959,50.987,32.735,,19.0,,21.0
2017-05-27 14:55:00,1.0,2.853,2.28,3.49,738.0,787.0,887.0,0.003,18.0,21.0,23.7,23.0,23.1,29.389,25.355,25.186,23.472,31.331,48.7,50.7,50.3,38.362,49.90600000000001,45.777,49.755,33.219,,18.0,,21.0
2017-05-27 14:56:00,1.0,3.281,2.19,3.36,744.0,769.0,881.0,0.0,18.0,21.0,23.7,23.0,23.1,29.315,25.38,25.283,23.424,31.408,48.6,50.8,50.0,38.522,49.91,45.401,49.399,33.226,,18.0,,21.0
2017-05-27 14:57:00,2.0,3.143,2.18,3.47,750.0,759.0,868.0,0.0,18.0,21.0,23.7,23.0,23.0,29.24,25.38,25.355,23.352,31.357,48.4,50.6,49.9,38.781,49.782,45.08600000000001,49.294,33.085,,18.0,,21.0
2017-05-27 14:58:00,1.0,2.579,2.21,3.59,750.0,750.0,859.0,0.001,18.0,21.0,23.7,23.0,23.0,29.14,25.404,25.404,23.256,31.535,48.4,50.5,49.8,38.47,49.721,45.027,49.218,33.578,,18.0,,21.0
2017-05-27 14:59:00,2.0,2.594,2.19,3.47,751.0,749.0,855.0,0.001,18.0,21.0,23.6,22.9,22.9,29.09,25.404,25.477,23.16,31.765,48.3,50.4,49.7,38.965,49.68899999999999,45.262,49.333,32.575,,18.0,,21.0
2017-05-27 15:00:00,1.0,2.441,2.25,3.61,754.0,750.0,848.0,0.001,18.0,21.0,23.6,22.9,22.9,28.99,25.428,25.574,23.088,31.919,49.2,50.4,50.7,38.922,49.597,45.371,49.355,31.357,,18.0,,21.0
2017-05-27 15:01:00,1.0,3.22,2.23,3.22,756.0,750.0,845.0,0.001,18.0,22.0,23.5,22.9,22.9,28.916,25.453000000000007,25.671,22.992,32.15,49.4,50.6,50.5,39.845,49.536,44.41,50.23,31.067,,18.0,,22.0
2017-05-27 15:02:00,1.0,2.762,2.24,3.69,759.0,750.0,836.0,0.005,18.0,22.0,23.6,22.9,22.9,28.766,25.453000000000007,25.744,22.896,32.33,49.2,50.9,50.5,40.095,49.56800000000001,44.029,50.786,30.567,,18.0,,22.0
2017-05-27 15:03:00,2.0,3.632,2.04,3.74,759.0,755.0,835.0,0.005,18.0,22.0,23.6,22.9,22.9,28.617,25.477,25.841,22.848000000000006,32.33,49.2,51.2,50.3,40.477,49.603,43.714,51.348,30.223000000000006,,18.0,,22.0
2017-05-27 15:04:00,2.0,2.991,2.59,3.46,766.0,759.0,828.0,0.004,18.0,22.0,23.6,22.9,22.9,28.518,25.477,25.866,22.848000000000006,32.458,48.9,51.0,50.4,40.863,49.57100000000001,43.424,51.505,30.681,,18.0,,22.0
2017-05-27 15:05:00,2.0,3.51,2.5,3.6,776.0,765.0,820.0,0.004,18.0,22.0,23.6,22.9,22.9,28.444000000000006,25.501,25.914,22.848000000000006,32.562,49.0,51.0,50.4,41.021,49.51,43.332,51.694,30.001,,18.0,,22.0
2017-05-27 15:06:00,1.0,3.647,2.23,3.72,783.0,767.0,815.0,0.002,18.0,22.0,23.6,22.9,22.9,28.419,25.501,25.939,22.872,32.587,49.1,51.0,50.4,40.985,49.478,43.27,51.855,29.9,,18.0,,22.0
2017-05-27 15:07:00,1.0,2.6860000000000004,2.29,3.36,786.0,774.0,815.0,0.002,18.0,22.0,23.6,22.9,23.0,28.394,25.501,25.963,22.896,32.536,48.9,51.3,50.4,40.85,49.447,43.011,51.827,29.067,,18.0,,22.0
2017-05-27 15:08:00,2.0,2.7310000000000003,2.3,3.05,779.0,778.0,816.0,0.002,18.0,22.0,23.6,22.9,23.0,28.369,25.501,25.987,22.944000000000006,32.253,49.0,51.1,50.3,40.913,49.415,42.949,51.802,30.148000000000003,,18.0,,22.0
2017-05-27 15:09:00,2.0,2.7310000000000003,2.52,3.62,778.0,777.0,818.0,0.002,18.0,22.0,23.7,23.0,23.0,28.345,25.501,25.987,22.992,32.124,49.0,51.2,50.4,40.778,49.319,43.145,51.808,30.55,,18.0,,22.0
2017-05-27 15:10:00,1.0,1.648,2.61,3.64,779.0,773.0,820.0,0.001,18.0,22.0,23.7,23.0,23.0,28.345,25.477,25.939,23.04,32.021,48.9,51.3,50.3,40.911,49.15600000000001,43.237,51.68899999999999,31.022,,18.0,,22.0
2017-05-27 15:11:00,1.0,2.197,2.43,3.68,783.0,769.0,830.0,0.001,18.0,22.0,23.7,23.0,23.1,28.32,25.477,25.914,23.064,31.919,48.8,51.4,50.3,40.677,48.772,43.397,51.755,31.22,,18.0,,22.0
